N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,ROE,ROA
22.0,포스코케미칼,158500.0,3500.0,-2.16%,500.0,671375.0,122779.0,7.92,4.45
23.0,LG,76600.0,1900.0,-2.42%,5000.0,213580.0,120493.0,12.36,10.75
24.0,고려아연,604000.0,4000.0,-0.66%,5000.0,60123.0,119973.0,11.07,8.79
25.0,KT&G,87200.0,200.0,+0.23%,5000.0,316579.0,119719.0,10.74,8.41
26.0,하나금융지주,37500.0,150.0,+0.40%,5000.0,1147648.0,110964.0,10.86,0.74
27.0,한국전력,17250.0,900.0,-4.96%,5000.0,2635792.0,110739.0,-7.99,-2.53
28.0,SK텔레콤,48550.0,200.0,-0.41%,100.0,413828.0,106243.0,13.63,6.14
29.0,현대중공업,115500.0,6000.0,-4.94%,5000.0,215959.0,102533.0,-14.87,-5.64
30.0,S-Oil,82000.0,2900.0,-3.42%,2500.0,232768.0,92318.0,21.76,8.02
31.0,삼성화재,188000.0,500.0,+0.27%,500.0,70142.0,89065.0,7.09,1.2
32.0,HMM,18150.0,350.0,+1.97%,5000.0,3154475.0,88761.0,88.62,39.17
33.0,KT,33900.0,450.0,-1.31%,5000.0,686924.0,88517.0,9.36,4.12
34.0,LG생활건강,563000.0,18000.0,-3.10%,5000.0,69610.0,87930.0,16.65,12.0
35.0,삼성에스디에스,113000.0,4500.0,-3.83%,500.0,122794.0,87437.0,8.8,6.44
36.0,한화솔루션,45400.0,2700.0,-5.61%,5000.0,1706406.0,86840.0,8.79,3.51
37.0,크래프톤,176000.0,4500.0,-2.49%,100.0,297350.0,86367.0,17.86,14.14
38.0,삼성전기,114000.0,3000.0,-2.56%,5000.0,380312.0,85151.0,14.29,9.55
39.0,우리금융지주,11350.0,0.0,0.00%,5000.0,2412460.0,82635.0,10.59,0.66
40.0,두산에너빌리티,12600.0,1000.0,-7.35%,5000.0,8383837.0,80427.0,10.67,2.62
41.0,카카오뱅크,16550.0,1200.0,-6.76%,5000.0,4114612.0,78882.0,4.91,0.65
42.0,대한항공,20700.0,1400.0,-6.33%,5000.0,2493888.0,76222.0,11.6,2.23
43.0,기업은행,9970.0,50.0,+0.50%,5000.0,1142291.0,74207.0,9.21,0.64
44.0,엔씨소프트,322500.0,14500.0,-4.30%,500.0,92293.0,70802.0,12.62,9.14
45.0,LG이노텍,280000.0,4000.0,-1.41%,5000.0,284918.0,66268.0,30.94,12.89
46.0,현대글로비스,162500.0,1500.0,+0.93%,500.0,109188.0,60938.0,14.41,6.79
47.0,CJ제일제당,388500.0,9500.0,-2.39%,5000.0,25611.0,58486.0,10.76,3.4
48.0,아모레퍼시픽,94900.0,4700.0,-4.72%,500.0,300475.0,55510.0,4.2,3.06
49.0,SK바이오사이언스,72200.0,700.0,-0.96%,500.0,467112.0,55438.0,38.08,26.58
50.0,SK스퀘어,38100.0,50.0,-0.13%,100.0,313062.0,53899.0,,
51.0,롯데케미칼,155500.0,7000.0,-4.31%,5000.0,215875.0,53298.0,9.87,6.75
52.0,한국조선해양,74000.0,3300.0,-4.27%,5000.0,182681.0,52372.0,-8.95,-4.34
53.0,F&F,135000.0,4000.0,-2.88%,100.0,75894.0,51715.0,,
54.0,강원랜드,23150.0,700.0,-2.94%,500.0,326560.0,49527.0,-0.33,-0.28
55.0,KODEX 200,28365.0,460.0,-1.60%,0.0,8435725.0,48674.0,,
56.0,LG디스플레이,13500.0,150.0,-1.10%,5000.0,1112287.0,48305.0,9.68,3.64
57.0,맥쿼리인프라,11600.0,200.0,-1.69%,0.0,539087.0,46962.0,,
58.0,삼성엔지니어링,23650.0,150.0,+0.64%,5000.0,937509.0,46354.0,20.67,6.49
59.0,카카오페이,34400.0,1800.0,-4.97%,500.0,998663.0,45643.0,-2.45,-1.46
60.0,HD현대,57400.0,600.0,-1.03%,1000.0,111871.0,45342.0,-1.99,0.6
61.0,하이브,109500.0,5000.0,-4.37%,500.0,393436.0,45282.0,6.83,4.23
62.0,LG유플러스,10250.0,200.0,-1.91%,5000.0,891203.0,44753.0,9.47,3.84
63.0,삼성중공업,5050.0,250.0,-4.72%,1000.0,4518802.0,44440.0,-36.89,-11.59
64.0,한국타이어앤테크놀로지,34000.0,300.0,-0.87%,500.0,203885.0,42118.0,7.69,5.41
65.0,현대미포조선,102500.0,4000.0,-3.76%,5000.0,289635.0,40941.0,-7.11,-4.28
66.0,SK바이오팜,51800.0,1400.0,-2.63%,500.0,165354.0,40566.0,15.75,11.34
67.0,GS,43650.0,400.0,-0.91%,5000.0,137379.0,40558.0,15.55,5.8
68.0,유한양행,55300.0,400.0,+0.73%,1000.0,222829.0,40497.0,5.45,4.08
69.0,현대제철,29950.0,500.0,-1.64%,5000.0,392982.0,39967.0,8.54,4.19
70.0,현대건설,35800.0,1550.0,-4.15%,5000.0,669900.0,39865.0,5.89,2.95
71.0,롯데지주,37400.0,1800.0,-4.59%,200.0,176798.0,39236.0,4.61,0.82
72.0,한국항공우주,40000.0,4400.0,-9.91%,5000.0,3529282.0,38990.0,5.19,0.97
73.0,코웨이,52500.0,1300.0,-2.42%,500.0,233666.0,38745.0,27.41,13.63
74.0,DB손해보험,54600.0,400.0,+0.74%,500.0,152405.0,38657.0,13.38,1.4
75.0,오리온,97400.0,700.0,+0.72%,500.0,106495.0,38508.0,12.75,9.11
76.0,한온시스템,7210.0,160.0,-2.17%,100.0,1121326.0,38487.0,13.83,3.87
77.0,금호석유,129500.0,5500.0,-4.07%,5000.0,133703.0,37962.0,47.76,29.91
78.0,미래에셋증권,6130.0,100.0,-1.61%,5000.0,1014873.0,37719.0,11.66,0.96
79.0,넷마블,43300.0,1050.0,-2.37%,100.0,388560.0,37218.0,4.29,2.64
80.0,SKC,92500.0,100.0,-0.11%,5000.0,555632.0,35028.0,11.6,5.91
81.0,삼성카드,30150.0,100.0,-0.33%,5000.0,60025.0,34931.0,7.53,2.18
82.0,SK아이이테크놀로지,48050.0,3050.0,-5.97%,1000.0,750783.0,34258.0,5.57,3.68
83.0,TIGER 차이나전기차SOLACTIVE,13940.0,135.0,-0.96%,0.0,2094055.0,33060.0,,
84.0,현대오토에버,115000.0,3000.0,+2.68%,500.0,106603.0,31538.0,7.26,4.17
85.0,메리츠화재,27500.0,850.0,-3.00%,500.0,248223.0,31290.0,26.12,2.49
86.0,KODEX KOFR금리액티브(합성),100980.0,10.0,+0.01%,0.0,29333.0,30070.0,,
87.0,한국가스공사,32450.0,2100.0,-6.08%,5000.0,516833.0,29956.0,11.63,2.42
88.0,NH투자증권,8850.0,70.0,-0.78%,5000.0,396452.0,29352.0,14.77,1.54
89.0,두산밥캣,28950.0,400.0,-1.36%,500.0,229961.0,29022.0,9.19,4.97
90.0,BGF리테일,167000.0,4500.0,-2.62%,1000.0,52647.0,28864.0,19.61,5.94
91.0,호텔신라,73500.0,600.0,-0.81%,5000.0,253619.0,28847.0,4.51,0.98
92.0,현대차2우B,79000.0,1000.0,-1.25%,5000.0,40818.0,28824.0,,
93.0,쌍용C&E,5590.0,250.0,-4.28%,100.0,850064.0,28166.0,11.12,5.4
94.0,한미약품,227500.0,1500.0,-0.66%,2500.0,32525.0,28023.0,8.75,4.27
95.0,삼성증권,31000.0,300.0,-0.96%,5000.0,220389.0,27683.0,16.94,1.49
96.0,현대해상,30300.0,500.0,+1.68%,500.0,367641.0,27088.0,8.82,0.85
97.0,한국금융지주,48150.0,600.0,-1.23%,5000.0,246030.0,26832.0,27.12,2.31
98.0,한화에어로스페이스,52600.0,4900.0,-8.52%,5000.0,1917285.0,26631.0,9.21,2.94
99.0,제일기획,22800.0,50.0,-0.22%,200.0,250302.0,26229.0,15.58,7.01
100.0,포스코인터내셔널,21250.0,900.0,-4.06%,5000.0,445025.0,26217.0,10.86,3.73
101.0,씨에스윈드,61700.0,400.0,-0.64%,500.0,305493.0,26020.0,10.13,4.88
102.0,에스디바이오센서,25150.0,1300.0,-4.91%,500.0,394864.0,25973.0,72.47,47.66
103.0,메리츠금융지주,20350.0,500.0,-2.40%,500.0,186284.0,25961.0,22.33,1.83
104.0,현대로템,23500.0,1200.0,-4.86%,5000.0,2235011.0,25648.0,5.01,1.24
105.0,일진머티리얼즈,54200.0,300.0,-0.55%,500.0,586756.0,24992.0,7.85,4.46
106.0,GS리테일,23800.0,800.0,-3.25%,1000.0,127721.0,24923.0,25.58,9.63
107.0,롯데쇼핑,87400.0,1700.0,-1.91%,5000.0,47849.0,24724.0,-2.94,-0.82
108.0,KODEX 200선물인버스2X,3835.0,115.0,+3.09%,0.0,144909513.0,24068.0,,
109.0,팬오션,4415.0,60.0,-1.34%,1000.0,1788969.0,23601.0,17.16,9.86
110.0,한진칼,35200.0,550.0,-1.54%,2500.0,87327.0,23500.0,1.11,-0.99
111.0,이마트,83500.0,3700.0,-4.24%,5000.0,154990.0,23276.0,16.25,5.93
112.0,신세계,228000.0,3000.0,+1.33%,5000.0,67649.0,22447.0,8.54,2.94
113.0,OCI,92100.0,800.0,-0.86%,5000.0,379636.0,21965.0,23.93,12.86
114.0,메리츠증권,3425.0,25.0,-0.72%,1000.0,2246759.0,21910.0,15.77,1.58
115.0,KCC,238500.0,6500.0,-2.65%,5000.0,20327.0,21194.0,-0.92,-0.42
116.0,에스원,54700.0,1000.0,-1.80%,500.0,74537.0,20786.0,9.13,6.65
117.0,LG화학우,270000.0,1500.0,-0.55%,5000.0,5463.0,20760.0,,
118.0,KODEX 레버리지,11900.0,375.0,-3.05%,0.0,24843447.0,20391.0,,
119.0,TIGER 미국나스닥100,68975.0,605.0,-0.87%,0.0,97409.0,20182.0,,
120.0,한미사이언스,29350.0,450.0,-1.51%,500.0,79356.0,20141.0,6.37,4.59
121.0,BNK금융지주,6150.0,20.0,-0.32%,5000.0,1001252.0,20045.0,8.76,0.69
122.0,CJ,68500.0,900.0,-1.30%,5000.0,39118.0,19986.0,5.66,1.97
123.0,아모레G,23750.0,500.0,-2.06%,500.0,274364.0,19584.0,5.49,3.69
124.0,한화시스템,10250.0,650.0,-5.96%,5000.0,993069.0,19364.0,6.04,2.97
125.0,동서,19350.0,200.0,-1.02%,500.0,64855.0,19292.0,8.05,7.41
126.0,HL만도,41050.0,1000.0,-2.38%,1000.0,256547.0,19276.0,9.31,3.36
127.0,키움증권,73400.0,1600.0,-2.13%,5000.0,34189.0,19245.0,25.38,2.18
128.0,현대차우,78300.0,500.0,-0.63%,5000.0,22914.0,19071.0,,
129.0,대우조선해양,17700.0,1200.0,-6.35%,5000.0,776272.0,18990.0,-55.86,-16.23
130.0,영원무역,42600.0,400.0,+0.95%,500.0,139856.0,18877.0,14.71,10.15
131.0,LS,58100.0,1500.0,-2.52%,5000.0,80431.0,18708.0,8.15,2.9
132.0,한솔케미칼,165000.0,9000.0,-5.17%,5000.0,45999.0,18703.0,23.88,14.45
133.0,한전기술,48900.0,3100.0,-5.96%,200.0,146594.0,18690.0,3.25,2.34
134.0,LIG넥스원,84400.0,9900.0,-10.50%,5000.0,645070.0,18568.0,14.63,4.06
135.0,GS건설,21650.0,1300.0,-5.66%,5000.0,1377421.0,18528.0,9.32,2.96
136.0,휠라홀딩스,29850.0,300.0,-1.00%,1000.0,168609.0,18135.0,16.2,8.4
137.0,TIGER 200,28365.0,475.0,-1.65%,0.0,3811279.0,17998.0,,
138.0,TIGER 미국S&P500,12865.0,100.0,-0.77%,0.0,493702.0,17792.0,,
139.0,CJ대한통운,77500.0,1100.0,-1.40%,5000.0,111029.0,17680.0,1.59,1.7
140.0,한화,23250.0,1150.0,-4.71%,5000.0,309139.0,17428.0,20.22,1.1
141.0,DB하이텍,39100.0,350.0,-0.89%,5000.0,511799.0,17360.0,33.35,23.23
142.0,농심,284000.0,3000.0,-1.05%,5000.0,12106.0,17275.0,4.73,3.54
143.0,하이트진로,24000.0,1150.0,-4.57%,5000.0,168371.0,16832.0,6.62,2.07
144.0,코스모신소재,54700.0,100.0,-0.18%,1000.0,293441.0,16766.0,9.42,5.06
145.0,대웅제약,143500.0,6000.0,-4.01%,2500.0,28760.0,16627.0,4.39,2.18
146.0,대우건설,4000.0,175.0,-4.19%,5000.0,1177953.0,16625.0,16.47,4.91
147.0,한화생명,1895.0,65.0,-3.32%,5000.0,2540703.0,16459.0,10.79,0.8
148.0,대한전선,1320.0,120.0,-8.33%,100.0,10068496.0,16427.0,7.78,2.21
149.0,LX인터내셔널,42050.0,1150.0,-2.66%,5000.0,412060.0,16299.0,22.49,8.9
150.0,오뚜기,439500.0,1500.0,-0.34%,5000.0,3465.0,16138.0,8.91,5.26
151.0,두산퓨얼셀,24450.0,2100.0,-7.91%,100.0,517151.0,16013.0,1.69,1.17
152.0,TIGER TOP10,9400.0,120.0,-1.26%,0.0,94334.0,15942.0,,
153.0,KODEX 삼성그룹,8115.0,100.0,-1.22%,0.0,282940.0,15727.0,,
154.0,TIGER 단기통안채,101450.0,35.0,+0.03%,0.0,2183955.0,15718.0,,
155.0,TIGER CD금리투자KIS(합성),51295.0,10.0,+0.02%,0.0,4517.0,15348.0,,
156.0,현대위아,55900.0,2300.0,-3.95%,5000.0,163420.0,15202.0,1.96,0.73
157.0,효성,71900.0,700.0,-0.96%,5000.0,31206.0,15150.0,18.04,11.16
158.0,서울가스,298000.0,3000.0,-1.00%,5000.0,12188.0,14900.0,0.8,0.51
159.0,대성홀딩스,92100.0,600.0,-0.65%,1000.0,33077.0,14818.0,3.61,1.98
160.0,롯데정밀화학,57300.0,1800.0,-3.05%,5000.0,45659.0,14783.0,30.43,25.47
161.0,KODEX 200TR,9475.0,150.0,-1.56%,0.0,1100051.0,14653.0,,
162.0,KODEX 단기채권PLUS,104225.0,25.0,+0.02%,0.0,91285.0,14583.0,,
163.0,JB금융지주,7200.0,20.0,+0.28%,5000.0,271143.0,14183.0,12.8,0.96
164.0,LS ELECTRIC,46650.0,1800.0,-3.72%,5000.0,88187.0,13995.0,5.86,3.2
165.0,효성첨단소재,312000.0,13000.0,-4.00%,5000.0,30459.0,13977.0,54.69,12.49
166.0,SK케미칼,78700.0,1400.0,-1.75%,5000.0,89600.0,13868.0,11.19,8.85
167.0,한전KPS,30050.0,1400.0,-4.45%,200.0,234262.0,13522.0,9.12,7.11
168.0,TIGER 미국테크TOP10 INDXX,9960.0,55.0,-0.55%,0.0,303837.0,13317.0,,
169.0,녹십자,113500.0,5000.0,-4.22%,5000.0,35425.0,13264.0,10.3,5.94
170.0,DL이앤씨,34050.0,1400.0,-3.95%,5000.0,179151.0,13175.0,,
171.0,롯데칠성,140000.0,4000.0,-2.78%,500.0,18666.0,12990.0,9.96,3.88
172.0,에스엘,27900.0,500.0,-1.76%,500.0,202778.0,12959.0,6.63,3.92
173.0,TIGER 미국필라델피아반도체나스닥,8445.0,185.0,-2.14%,0.0,1200870.0,12807.0,,
174.0,현대백화점,53700.0,300.0,-0.56%,5000.0,92944.0,12567.0,4.36,2.64
175.0,두산,75900.0,5000.0,-6.18%,5000.0,259031.0,12542.0,11.08,2.34
176.0,동원시스템즈,43000.0,1950.0,-4.34%,5000.0,17597.0,12466.0,6.95,3.5
177.0,KODEX 2차전지산업,18450.0,190.0,-1.02%,0.0,799145.0,12435.0,,
178.0,대덕전자,24650.0,50.0,-0.20%,500.0,542339.0,12181.0,9.55,7.2
179.0,KODEX 종합채권(AA-이상)액티브,98800.0,5.0,+0.01%,0.0,2441.0,12083.0,,
180.0,효성티앤씨,278500.0,7000.0,-2.45%,5000.0,16347.0,12053.0,76.22,27.42
181.0,DGB금융지주,7000.0,0.0,0.00%,5000.0,437049.0,11840.0,9.63,0.67
182.0,DL,56500.0,2200.0,-3.75%,5000.0,42020.0,11840.0,26.52,7.87
183.0,TIGER 2차전지테마,17335.0,235.0,-1.34%,0.0,477207.0,11718.0,,
184.0,영풍,635000.0,17000.0,-2.61%,5000.0,1805.0,11697.0,3.66,3.23
185.0,롯데제과,123000.0,6000.0,-4.65%,500.0,11448.0,11605.0,2.88,1.37
186.0,현대일렉트릭,32100.0,1000.0,-3.02%,5000.0,214687.0,11571.0,-5.08,-1.5
187.0,코오롱인더,41850.0,1550.0,-3.57%,5000.0,83513.0,11517.0,8.2,3.83
188.0,한미반도체,11450.0,500.0,-4.18%,100.0,326226.0,11326.0,34.59,27.62
189.0,한국앤컴퍼니,11600.0,400.0,-3.33%,500.0,129332.0,11012.0,5.53,5.08
190.0,삼천리,269500.0,6500.0,-2.36%,5000.0,46663.0,10928.0,4.52,1.76
191.0,KODEX 단기채권,103860.0,20.0,+0.02%,0.0,38638.0,10885.0,,
192.0,금양,18700.0,4300.0,+29.86%,500.0,15818135.0,10855.0,13.57,4.99
193.0,롯데리츠,4435.0,275.0,-5.84%,500.0,257273.0,10776.0,1.65,0.8
194.0,롯데렌탈,29200.0,1050.0,-3.47%,5000.0,55378.0,10697.0,12.28,1.98
195.0,대웅,18200.0,850.0,-4.46%,500.0,55208.0,10582.0,11.13,5.3
196.0,동국제강,11050.0,250.0,-2.21%,5000.0,367479.0,10545.0,23.41,9.51
197.0,후성,11250.0,750.0,-6.25%,500.0,1417638.0,10418.0,9.61,5.41
198.0,신풍제약,19350.0,450.0,-2.27%,500.0,357695.0,10253.0,-3.19,-2.62
199.0,SK가스,110500.0,2000.0,-1.78%,5000.0,6551.0,10199.0,12.41,5.18
200.0,일진하이솔루스,28050.0,1350.0,-4.59%,500.0,66322.0,10186.0,4.97,4.22
201.0,KBSTAR 200,28515.0,445.0,-1.54%,0.0,248928.0,9937.0,,
202.0,TIGER MSCI Korea TR,11790.0,155.0,-1.30%,0.0,4755.0,9927.0,,
203.0,솔루스첨단소재,28250.0,1300.0,-4.40%,100.0,88204.0,9919.0,4.0,0.02
204.0,SK네트웍스,3805.0,75.0,-1.93%,2500.0,506901.0,9444.0,4.64,1.14
205.0,PI첨단소재,31750.0,1500.0,-4.51%,500.0,79905.0,9324.0,21.03,14.6
206.0,GKL,14900.0,100.0,-0.67%,500.0,210006.0,9216.0,-26.04,-18.27
207.0,ESR켄달스퀘어리츠,4270.0,230.0,-5.11%,1000.0,229753.0,9099.0,3.24,1.75
208.0,덴티움,82200.0,400.0,+0.49%,500.0,48547.0,9099.0,21.29,10.27
209.0,한샘,38650.0,1400.0,-3.50%,1000.0,62606.0,9096.0,9.1,4.62
210.0,아이에스동서,29300.0,1050.0,-3.46%,500.0,73769.0,9052.0,8.69,3.1
211.0,KODEX 코스닥150레버리지,5905.0,255.0,-4.14%,0.0,24543993.0,9029.0,,
212.0,SK리츠,4550.0,200.0,-4.21%,500.0,369616.0,8943.0,,
213.0,오리온홀딩스,14250.0,450.0,-3.06%,500.0,57206.0,8927.0,4.23,4.76
214.0,현대엘리베이,21850.0,950.0,-4.17%,5000.0,85039.0,8918.0,10.62,4.0
215.0,신세계인터내셔날,24900.0,100.0,+0.40%,1000.0,130863.0,8889.0,12.11,7.17
216.0,현대두산인프라코어,4485.0,135.0,-2.92%,1000.0,770384.0,8870.0,24.63,6.76
217.0,KODEX 인버스,5435.0,90.0,+1.68%,0.0,26617614.0,8859.0,,
218.0,미원에스씨,172000.0,2000.0,-1.15%,500.0,2099.0,8772.0,27.2,20.88
219.0,종근당,73000.0,1800.0,-2.41%,2500.0,28754.0,8751.0,7.65,4.25
220.0,금호타이어,3045.0,95.0,-3.03%,5000.0,250531.0,8747.0,-6.08,-1.76
221.0,코리안리,7250.0,110.0,-1.49%,500.0,236784.0,8727.0,6.16,1.2
222.0,동원산업,236500.0,3000.0,-1.25%,5000.0,3014.0,8698.0,12.59,5.57
223.0,더존비즈온,28500.0,750.0,-2.56%,500.0,42065.0,8659.0,12.1,6.39
224.0,아시아나항공,11600.0,200.0,-1.69%,5000.0,410582.0,8632.0,-47.21,-3.84
225.0,제이알글로벌리츠,4300.0,40.0,-0.92%,1000.0,911542.0,8487.0,1.65,0.69
226.0,솔루엠,16950.0,750.0,-4.24%,500.0,184169.0,8476.0,6.94,2.29
227.0,더블유게임즈,45800.0,700.0,-1.51%,500.0,89281.0,8416.0,16.5,13.0
228.0,미원상사,168500.0,0.0,0.00%,500.0,1417.0,8374.0,20.49,16.47
229.0,코스모화학,23350.0,0.0,0.00%,1000.0,1445116.0,8174.0,7.89,3.48
230.0,TKG휴켐스,19900.0,350.0,-1.73%,1000.0,111601.0,8135.0,11.06,8.54
231.0,명신산업,15300.0,850.0,-5.26%,500.0,317328.0,8028.0,18.85,7.58
232.0,하나투어,49550.0,1950.0,-3.79%,500.0,166917.0,7947.0,-39.92,-12.43
233.0,태광산업,710000.0,7000.0,-0.98%,5000.0,551.0,7905.0,8.77,7.09
234.0,이노션,39450.0,1250.0,-3.07%,500.0,33675.0,7890.0,8.29,4.11
235.0,동양생명,4880.0,80.0,-1.61%,5000.0,57798.0,7874.0,,
236.0,KG스틸,7780.0,320.0,-3.95%,5000.0,637451.0,7781.0,17.99,7.59
237.0,진원생명과학,10000.0,150.0,-1.48%,1000.0,456923.0,7775.0,-10.5,-8.26
238.0,유니드,87000.0,4500.0,-4.92%,5000.0,20521.0,7734.0,20.51,14.78
239.0,삼성 레버리지 WTI원유 선물 ETN,1890.0,90.0,-4.55%,0.0,447954.0,7636.0,,
240.0,다우기술,16950.0,450.0,-2.59%,500.0,53076.0,7605.0,21.11,2.15
241.0,진에어,14500.0,50.0,-0.34%,1000.0,214398.0,7569.0,-98.62,-23.06
242.0,삼양식품,100000.0,4500.0,-4.31%,5000.0,62785.0,7533.0,15.38,8.66
243.0,대한유화,115000.0,4500.0,-3.77%,5000.0,54203.0,7475.0,7.64,6.51
244.0,한국콜마,32350.0,1450.0,-4.29%,500.0,105150.0,7402.0,5.48,1.71
245.0,NHN,20300.0,850.0,-4.02%,500.0,97966.0,7311.0,6.81,4.65
246.0,풍산,25850.0,950.0,-3.54%,5000.0,75957.0,7244.0,15.56,8.54
247.0,넥센타이어,7330.0,0.0,0.00%,500.0,423864.0,7159.0,0.31,0.13
248.0,녹십자홀딩스,15150.0,350.0,-2.26%,500.0,67862.0,7125.0,5.68,3.79
249.0,일동제약,26550.0,2000.0,-7.01%,1000.0,369794.0,7116.0,-48.94,-15.37
250.0,한일시멘트,10250.0,600.0,-5.53%,500.0,232300.0,7099.0,5.89,3.61
251.0,대상,20450.0,450.0,-2.15%,1000.0,71404.0,7086.0,12.48,5.37
252.0,대신증권,13950.0,50.0,-0.36%,5000.0,23966.0,7083.0,26.41,2.79
253.0,해성디에스,41400.0,2150.0,-4.94%,5000.0,107566.0,7038.0,27.09,16.56
254.0,영원무역홀딩스,50700.0,500.0,-0.98%,500.0,19020.0,6913.0,14.72,11.09
255.0,롯데관광개발,9550.0,550.0,-5.45%,500.0,404529.0,6908.0,-140.42,-16.05
256.0,드림텍,10200.0,550.0,-5.12%,100.0,227592.0,6873.0,22.97,11.87
257.0,TIGER 200 IT,26155.0,385.0,-1.45%,0.0,130809.0,6863.0,,
258.0,율촌화학,27200.0,1650.0,-5.72%,500.0,151386.0,6746.0,2.44,1.32
259.0,SPC삼립,77800.0,200.0,+0.26%,5000.0,6003.0,6713.0,12.68,3.37
260.0,HDC현대산업개발,10150.0,350.0,-3.33%,5000.0,216964.0,6690.0,6.28,2.78
261.0,한올바이오파마,12750.0,900.0,-6.59%,500.0,197690.0,6661.0,5.16,4.25
262.0,CJ CGV,13900.0,100.0,-0.71%,500.0,274115.0,6632.0,-156.09,-8.32
263.0,LG전자우,37950.0,450.0,-1.17%,5000.0,14172.0,6522.0,,
264.0,현대에너지솔루션,57100.0,2900.0,-4.83%,5000.0,267589.0,6395.0,-2.05,-1.25
265.0,대한해운,1985.0,45.0,-2.22%,500.0,1263071.0,6336.0,23.91,8.51
266.0,보령,9210.0,410.0,-4.26%,500.0,942320.0,6326.0,10.58,5.84
267.0,KCC글라스,39600.0,800.0,-1.98%,1000.0,11016.0,6324.0,,
268.0,에이프로젠,831.0,65.0,-7.25%,500.0,4770780.0,6324.0,-5.5,-1.51
269.0,LG생활건강우,299000.0,6500.0,-2.13%,5000.0,4012.0,6278.0,,
270.0,신한 레버리지 WTI원유 선물 ETN(H),1255.0,70.0,-5.28%,0.0,409630.0,6275.0,,
271.0,LX홀딩스,8190.0,70.0,-0.85%,1000.0,100150.0,6247.0,,
272.0,현대건설기계,31700.0,1650.0,-4.95%,5000.0,93802.0,6245.0,8.92,3.66
273.0,쿠쿠홈시스,27700.0,950.0,-3.32%,100.0,25149.0,6215.0,26.53,20.17
274.0,이수화학,21900.0,900.0,-3.95%,5000.0,969370.0,6123.0,35.21,9.03
275.0,한섬,24800.0,350.0,+1.43%,500.0,181591.0,6108.0,9.71,7.45
276.0,TIGER 미국달러단기채권액티브,12250.0,55.0,+0.45%,0.0,162787.0,6100.0,,
277.0,우리종금,696.0,21.0,-2.93%,500.0,2197310.0,6084.0,14.16,1.68
278.0,제주항공,12200.0,400.0,+3.39%,1000.0,398706.0,6071.0,-135.83,-22.36
279.0,화승엔터프라이즈,10000.0,250.0,-2.44%,500.0,242481.0,6059.0,-1.24,-0.55
280.0,TIGER 단기채권액티브,50805.0,25.0,+0.05%,0.0,41855.0,6043.0,,
281.0,동아쏘시오홀딩스,94200.0,1400.0,-1.46%,5000.0,2485.0,5981.0,6.5,3.78
282.0,세아베스틸지주,16550.0,650.0,-3.78%,5000.0,275800.0,5935.0,10.81,5.4
283.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10455.0,285.0,-2.65%,0.0,76462.0,5934.0,,
284.0,DN오토모티브,59300.0,700.0,-1.17%,500.0,17442.0,5926.0,12.09,6.96
285.0,쏘카,18100.0,1250.0,-6.46%,100.0,820636.0,5923.0,5.83,1.8
286.0,현대그린푸드,6010.0,290.0,-4.60%,500.0,167883.0,5872.0,2.41,1.34
